"","NSEBANK.Adjusted"
"1537",11156.75
"1538",11665.099609
"1539",11720.200195
"1540",12065.900391
"1541",11843.450195
"1542",11784.349609
"1543",11635.5
"1544",11366.900391
"1545",11372.950195
"1546",11208.650391
"1547",11357.900391
"1548",11087.450195
"1549",11292.349609
"1550",11378.5
"1551",11330.650391
"1552",11385.75
"1553",11459.700195
"1554",11376
"1555",11385.25
"1556",NA
"1557",11183.200195
"1558",11181.650391
"1559",11049.049805
"1560",11036.75
"1561",11053.700195
"1562",10970.450195
"1563",10805.299805
"1564",11021.599609
"1565",10948.900391
"1566",11125.400391
"1567",11092.549805
"1568",10911.349609
"1569",11007.5
"1570",11171.5
"1571",11207.349609
"1572",11199
"1573",10982.400391
"1574",10540.400391
"1575",10507.599609
"1576",10437.75
"1577",10153.150391
"1578",10237.75
"1579",10102.099609
"1580",10191.200195
"1581",10231.650391
"1582",10205.200195
"1583",10263.200195
"1584",10213.900391
"1585",10245.450195
"1586",10348.799805
"1587",10135.700195
"1588",10203.75
"1589",10326.549805
"1590",10575.200195
"1591",10609.599609
"1592",10428.299805
"1593",10554.349609
"1594",10683.5
"1595",10666.75
"1596",10730.400391
"1597",10764.700195
"1598",10651.950195
"1599",10929.049805
"1600",11098.799805
"1601",11278.349609
"1602",11884.75
"1603",12108.099609
"1604",12043.150391
"1605",12024.099609
"1606",12141.450195
"1607",12055.849609
"1608",12114.849609
"1609",12186.549805
"1610",12017.25
"1611",12092.349609
"1612",NA
"1613",12408.150391
"1614",12450
"1615",12518.349609
"1616",12604.950195
"1617",12754.700195
"1618",12742.049805
"1619",12588.5
"1620",12715.299805
"1621",12563.849609
"1622",12551.700195
"1623",12506.450195
"1624",12937.400391
"1625",12949.400391
"1626",12840.200195
"1627",12579.900391
"1628",12563.150391
"1629",12787.25
"1630",12958.5
"1631",12987.099609
"1632",13122.099609
"1633",NA
"1634",13034.5
"1635",13081.549805
"1636",12910.549805
"1637",12855.849609
"1638",12842
"1639",12880.650391
"1640",12966.049805
"1641",12938.200195
"1642",13037.400391
"1643",13750.5
"1644",14085.049805
"1645",14165.549805
"1646",14207.099609
"1647",14236.549805
"1648",14853
"1649",15222.150391
"1650",15111.200195
"1651",14952.099609
"1652",15055.549805
"1653",15285.5
"1654",15175.900391
"1655",15084
"1656",15173.349609
"1657",15030.299805
"1658",14793.400391
"1659",15287.25
"1660",15257.5
"1661",15333.400391
"1662",15282.150391
"1663",15543.150391
"1664",15567.400391
"1665",15427.799805
"1666",15450.549805
"1667",15464.849609
"1668",15106.900391
"1669",15030
"1670",15373.200195
"1671",15220.400391
"1672",15067.400391
"1673",14997.650391
"1674",15076.349609
"1675",15309.5
"1676",15237.849609
"1677",15050
"1678",14992.349609
"1679",15241.900391
"1680",15321.349609
"1681",15490.349609
"1682",15451.650391
"1683",15556.150391
"1684",15367.599609
"1685",14997.5
"1686",14931.099609
"1687",14821.700195
"1688",14447.200195
"1689",14489.75
"1690",14891.900391
"1691",15265.450195
"1692",15269.049805
"1693",15389.349609
"1694",15385.950195
"1695",15427.349609
"1696",15463
"1697",15534.349609
"1698",15322.25
"1699",15212.150391
"1700",15452.400391
"1701",15267.599609
"1702",15127.799805
"1703",15242.349609
"1704",15293.25
"1705",15008.650391
"1706",14986.849609
"1707",14765.75
"1708",14846.799805
"1709",15056.700195
"1710",14910.900391
"1711",15089.650391
"1712",15439.75
"1713",15524.650391
"1714",15481.700195
"1715",15662.200195
"1716",15819.150391
"1717",15669
"1718",15624.099609
"1719",15717.650391
"1720",15740.400391
"1721",16012.799805
"1722",16130.549805
"1723",16110
"1724",16033.549805
"1725",15982.5
"1726",16206.700195
"1727",16156.75
"1728",16151.75
"1729",16204.150391
"1730",16254.150391
"1731",16167.549805
"1732",15844.099609
"1733",15838.599609
"1734",16156.849609
"1735",16152.150391
"1736",16194.549805
"1737",15902.849609
"1738",15740.299805
"1739",15299.049805
"1740",15607.25
"1741",15473.549805
"1742",15392.25
"1743",15316.200195
"1744",15180.25
"1745",15344
"1746",15741.200195
"1747",15453.799805
"1748",15677.5
"1749",15751.549805
"1750",NA
"1751",15541.599609
"1752",15929.799805
"1753",16216.599609
"1754",16427.25
"1755",16444.699219
"1756",16556.599609
"1757",16667
"1758",16634.050781
"1759",16760.050781
"1760",17045.050781
"1761",17134.099609
"1762",17352.949219
"1763",17347.050781
"1764",17262.400391
"1765",17390.199219
"1766",17587.050781
"1767",17453
"1768",17576.800781
"1769",17640.400391
"1770",17702.550781
"1771",17585.650391
"1772",17645.050781
"1773",18056.300781
"1774",18281.949219
"1775",18037.050781
"1776",17975.949219
"1777",18022.5
"1778",18513.150391
"1779",18525.300781
"1780",18555.849609
"1781",18645.849609
"1782",18782.849609
"1783",18756.75
"1784",18510.050781
"1785",18290.650391
"1786",18462.949219
"1787",18405
"1788",18299.75
"1789",18372.650391
"1790",17830.550781
"1791",17865.75
"1792",18326.599609
"1793",18478.900391
"1794",18747.349609
"1795",18603.75
"1796",18535.349609
"1797",18557.199219
"1798",18528.349609
"1799",18647.550781
"1800",18736.650391
"1801",NA
"1802",19057.800781
"1803",19017.400391
"1804",18430.75
"1805",18304.25
"1806",18701.400391
"1807",18637.25
"1808",18795.849609
"1809",18707.199219
"1810",18603.800781
"1811",19235.650391
"1812",19223.150391
"1813",19406.050781
"1814",19767.050781
"1815",19843.25
"1816",19917.650391
"1817",20072.699219
"1818",20555.25
"1819",20491.75
"1820",20528.599609
"1821",19843.75
"1822",19865.900391
"1823",19382.949219
"1824",19174
"1825",19051.900391
"1826",NA
"1827",18403.849609
"1828",18752.5
"1829",18940.800781
"1830",19128.599609
"1831",19369.699219
"1832",19189.949219
"1833",19296.5
"1834",19188.300781
"1835",19073.550781
"1836",18913.400391
"1837",18883.800781
"1838",18733.050781
"1839",18538.099609
"1840",19074.550781
"1841",NA
"1842",20008.099609
"1843",19961.199219
"1844",19643.900391
"1845",19748
"1846",19145.550781
"1847",19054.400391
"1848",19044
"1849",19141.849609
"1850",18779.800781
"1851",18837.349609
"1852",19058.25
"1853",19147.25
"1854",18811.150391
"1855",18606.349609
"1856",18449
"1857",18331.449219
"1858",18310.099609
"1859",17831.650391
"1860",18044.800781
"1861",18361.800781
"1862",18206.650391
"1863",NA
"1864",18605.449219
"1865",18469.300781
"1866",18416.599609
"1867",18875.849609
"1868",NA
"1869",NA
"1870",18716.300781
"1871",18637.050781
"1872",NA
"1873",18112.75
"1874",18105.75
"1875",18243.699219
"1876",18245.599609
"1877",NA
"1878",17767.599609
"1879",18246.25
"1880",18302.650391
"1881",NA
"1882",18501.300781
"1883",18471.449219
"1884",17799.550781
"1885",17376.900391
"1886",NA
"1887",18199.75
"1888",17628.650391
"1889",18097.449219
"1890",18116.199219
"1891",NA
"1892",18422.949219
"1893",18380.400391
"1894",18555.150391
"1895",18513.150391
"1896",NA
"1897",18324.849609
"1898",18329.300781
"1899",18538.849609
"1900",18449.199219
"1901",18721.349609
"1902",18617
"1903",17977.300781
"1904",17721.400391
"1905",17719.199219
"1906",17549.25
"1907",17432.599609
"1908",17489.900391
"1909",17707.25
"1910",17304.400391
"1911",17523.550781
"1912",17458.699219
"1913",17602.449219
"1914",17584.050781
"1915",17733.550781
"1916",17880.849609
"1917",18334.5
"1918",18391.349609
"1919",18365.550781
"1920",18492.900391
"1921",18371.5
"1922",18241.25
"1923",18296.099609
"1924",18581.599609
"1925",18585.550781
"1926",18729.650391
"1927",18825.150391
"1928",18798.5
"1929",18463.150391
"1930",18508.699219
"1931",18719.800781
"1932",18893.550781
"1933",18780.199219
"1934",18816.25
"1935",19168.050781
"1936",19094.699219
"1937",19032.699219
"1938",18723.400391
"1939",18997
"1940",18865
"1941",18635.849609
"1942",18213.050781
"1943",18282.800781
"1944",18323.400391
"1945",18440.400391
"1946",18729.849609
"1947",18914.699219
"1948",18972.599609
"1949",18928.550781
"1950",19029.349609
"1951",18893.550781
"1952",18875
"1953",18616.900391
"1954",18059.75
"1955",18175.400391
"1956",18723.599609
"1957",18822.050781
"1958",18780.849609
"1959",18703.25
"1960",18283.099609
"1961",18057.199219
"1962",16811.800781
"1963",17192.75
"1964",16917.650391
"1965",17214.400391
"1966",17211.949219
"1967",17146.550781
"1968",16530.300781
"1969",16252.700195
"1970",16555.400391
"1971",16129.099609
"1972",15790.099609
"1973",16350.950195
"1974",16631.5
"1975",16597.650391
"1976",16612.599609
"1977",16911.800781
"1978",16739.550781
"1979",NA
"1980",17409.150391
"1981",17542.900391
"1982",17031.150391
"1983",17255.300781
"1984",NA
"1985",17100.300781
"1986",17281.199219
"1987",17216.300781
"1988",NA
"1989",17674.050781
"1990",17605.349609
"1991",17616.800781
"1992",17474.300781
"1993",17590.25
"1994",17583.150391
"1995",17554.849609
"1996",17543.25
"1997",17686.099609
"1998",17912.849609
"1999",17855.050781
"2000",17830.25
"2001",17710.550781
"2002",17934.050781
"2003",17815.050781
"2004",17806.300781
"2005",17373.150391
"2006",17212.199219
"2007",17354.5
"2008",17340.599609
"2009",17325.599609
"2010",17221.050781
"2011",16995.099609
"2012",NA
"2013",NA
"2014",NA
"2015",NA
"2016",NA
"2017",NA
"2018",NA
"2019",NA
"2020",NA
"2021",NA
"2022",NA
"2023",NA
"2024",NA
"2025",NA
"2026",NA
"2027",NA
"2028",NA
"2029",NA
"2030",NA
"2031",NA
"2032",NA
"2033",NA
"2034",NA
"2035",NA
"2036",16398.650391
"2037",NA
"2038",NA
"2039",NA
"2040",NA
"2041",NA
"2042",NA
"2043",NA
"2044",NA
"2045",NA
"2046",NA
"2047",NA
"2048",NA
"2049",NA
"2050",NA
"2051",NA
"2052",NA
"2053",NA
"2054",NA
"2055",NA
"2056",NA
"2057",15609.799805
"2058",NA
"2059",NA
"2060",NA
"2061",NA
"2062",NA
"2063",NA
"2064",15561.150391
"2065",NA
"2066",NA
"2067",NA
"2068",NA
"2069",NA
"2070",NA
"2071",NA
"2072",NA
"2073",15046.799805
"2074",NA
"2075",NA
"2076",NA
"2077",NA
"2078",NA
"2079",NA
"2080",NA
"2081",NA
"2082",14344.200195
"2083",NA
"2084",NA
"2085",NA
"2086",13555.700195
"2087",NA
"2088",NA
"2089",NA
"2090",NA
"2091",NA
"2092",NA
"2093",NA
"2094",NA
"2095",NA
"2096",NA
"2097",NA
"2098",NA
"2099",NA
"2100",NA
"2101",NA
"2102",NA
"2103",NA
"2104",NA
"2105",NA
"2106",NA
"2107",NA
"2108",NA
"2109",NA
"2110",16190.599609
"2111",NA
"2112",NA
"2113",NA
"2114",NA
"2115",NA
"2116",NA
"2117",NA
"2118",NA
"2119",NA
"2120",NA
"2121",NA
"2122",NA
"2123",NA
"2124",NA
"2125",NA
"2126",NA
"2127",NA
"2128",NA
"2129",NA
"2130",NA
"2131",NA
"2132",NA
"2133",NA
"2134",NA
"2135",NA
"2136",NA
"2137",NA
"2138",NA
"2139",NA
"2140",NA
"2141",NA
"2142",NA
"2143",NA
"2144",16997.449219
"2145",NA
"2146",NA
"2147",NA
"2148",NA
"2149",NA
"2150",NA
"2151",NA
"2152",17671.400391
"2153",NA
"2154",NA
"2155",NA
"2156",17828.599609
"2157",NA
"2158",NA
"2159",NA
"2160",NA
"2161",NA
"2162",NA
"2163",NA
"2164",NA
"2165",NA
"2166",NA
"2167",NA
"2168",NA
"2169",NA
"2170",NA
"2171",NA
"2172",NA
"2173",NA
"2174",NA
"2175",NA
"2176",NA
"2177",NA
"2178",NA
"2179",NA
"2180",NA
"2181",NA
"2182",NA
"2183",NA
"2184",NA
"2185",NA
"2186",NA
"2187",NA
"2188",NA
"2189",19076.550781
"2190",NA
"2191",NA
"2192",NA
"2193",NA
"2194",NA
"2195",NA
"2196",NA
"2197",NA
"2198",NA
"2199",NA
"2200",NA
"2201",NA
"2202",NA
"2203",NA
"2204",NA
"2205",NA
"2206",NA
"2207",NA
"2208",NA
"2209",NA
"2210",NA
"2211",NA
"2212",NA
"2213",NA
"2214",NA
"2215",NA
"2216",NA
"2217",NA
"2218",NA
"2219",NA
"2220",NA
"2221",NA
"2222",NA
"2223",NA
"2224",NA
"2225",NA
"2226",NA
"2227",NA
"2228",NA
"2229",NA
"2230",NA
"2231",NA
"2232",NA
"2233",NA
"2234",NA
"2235",NA
"2236",NA
"2237",NA
"2238",NA
"2239",NA
"2240",NA
"2241",NA
"2242",NA
"2243",NA
"2244",NA
"2245",NA
"2246",NA
"2247",NA
"2248",NA
"2249",NA
"2250",NA
"2251",NA
"2252",NA
"2253",NA
"2254",NA
"2255",NA
"2256",NA
"2257",NA
"2258",20200.25
"2259",NA
"2260",NA
"2261",NA
"2262",NA
"2263",NA
"2264",NA
"2265",NA
"2266",NA
"2267",NA
"2268",NA
"2269",NA
"2270",NA
"2271",NA
"2272",NA
"2273",NA
"2274",NA
"2275",NA
"2276",NA
"2277",NA
"2278",NA
"2279",18392.949219
"2280",18466.050781
"2281",18341.5
"2282",18401.150391
"2283",18312.800781
"2284",18257.050781
"2285",18069.400391
"2286",18084.5
"2287",17891.449219
"2288",17884
"2289",NA
"2290",17879.550781
"2291",17876.699219
"2292",18033.150391
"2293",18177.199219
"2294",NA
"2295",18035.599609
"2296",17891
"2297",18115.949219
"2298",18264
"2299",18286.650391
"2300",18409.599609
"2301",18830
"2302",18873.949219
"2303",18912.099609
"2304",19096.449219
"2305",19067.050781
"2306",19164.5
"2307",19124.25
"2308",18820.800781
"2309",18842.699219
"2310",19023.5
"2311",19473.199219
"2312",19708.300781
"2313",19585.25
"2314",19515.150391
"2315",20020.599609
"2316",20070.300781
"2317",20196.800781
"2318",20371.599609
"2319",20327.25
"2320",20245.400391
"2321",20151.150391
"2322",20213.900391
"2323",20251.800781
"2324",20258.099609
"2325",20163.699219
"2326",20243.699219
"2327",20551.349609
"2328",20677.099609
"2329",20860.949219
"2330",20868.449219
"2331",20876.650391
"2332",20613.050781
"2333",20607.25
"2334",20783.75
"2335",20560.050781
"2336",20495.599609
"2337",20663.650391
"2338",20627.5
"2339",20676.550781
"2340",20721.349609
"2341",20727.550781
"2342",21102.699219
"2343",21157.900391
"2344",21249.900391
"2345",21175.050781
"2346",21110.25
"2347",21019
"2348",20781.349609
"2349",20895.5
"2350",21122.550781
"2351",21056.900391
"2352",21225.400391
"2353",21391.150391
"2354",21620.699219
"2355",21444.150391
"2356",21547.75
"2357",21652.699219
"2358",21622.949219
"2359",21431.150391
"2360",21520.150391
"2361",21736.150391
"2362",21666.800781
"2363",21686.599609
"2364",21647.599609
"2365",21671.849609
"2366",21556.349609
"2367",21491.400391
"2368",21551.449219
"2369",21857.400391
"2370",22054.699219
"2371",22242.849609
"2372",22326.300781
"2373",22358.25
"2374",22341.349609
"2375",22307.300781
"2376",22720.099609
"2377",22604.949219
"2378",22767.349609
"2379",22707.300781
"2380",22830.349609
"2381",22818.449219
"2382",22671.699219
"2383",22821.5
"2384",22928.599609
"2385",22935.949219
"2386",22698.599609
"2387",22769.800781
"2388",22652.849609
"2389",22582.800781
"2390",22536.300781
"2391",23190.800781
"2392",23362.199219
"2393",23182.75
"2394",23307.25
"2395",23424.800781
"2396",23310.150391
"2397",23375.900391
"2398",23459.650391
"2399",23416.300781
"2400",23567.650391
"2401",23536.099609
"2402",23690.900391
"2403",23470.449219
"2404",23477.849609
"2405",23498.699219
"2406",23391.75
"2407",23502.75
"2408",23742.150391
"2409",23697.949219
"2410",23708.75
"2411",23736.099609
"2412",23542.75
"2413",23216.25
"2414",23235.849609
"2415",23227.300781
"2416",23211.199219
"2417",23272.800781
"2418",23214.199219
"2419",23352.599609
"2420",23466.650391
"2421",23449.150391
"2422",23675.050781
"2423",23584.599609
"2424",23695.449219
"2425",23888.650391
"2426",23937.699219
"2427",24015.050781
"2428",24022.050781
"2429",24152.650391
"2430",24213.349609
"2431",24257.050781
"2432",24420.849609
"2433",24520.699219
"2434",24670.699219
"2435",24922.400391
"2436",24811.300781
"2437",25103.650391
"2438",25122.800781
"2439",25055.199219
"2440",24675.050781
"2441",24827.449219
"2442",24906.349609
"2443",24599.5
"2444",24374.599609
"2445",24217.349609
"2446",23985.75
"2447",24115.75
"2448",24437.699219
"2449",24237.25
"2450",24074.449219
"2451",23936.5
"2452",23974.449219
"2453",24316.800781
"2454",24274.199219
"2455",24377.099609
"2456",24128.949219
"2457",24308.699219
"2458",24318.400391
"2459",24434
"2460",NA
"2461",24328.300781
"2462",24279.150391
"2463",24304.900391
"2464",24370.800781
"2465",24672.25
"2466",24784.699219
"2467",24831.800781
"2468",24912.25
"2469",24844.300781
"2470",25046.900391
"2471",25041.550781
"2472",24965.050781
"2473",24799.25
"2474",24368.849609
"2475",24165.050781
"2476",24199.150391
"2477",23812.949219
"2478",24008.150391
"2479",24053
"2480",24103.400391
"2481",24113.300781
"2482",24058.050781
"2483",24190
"2484",24251.900391
"2485",24347.449219
"2486",24107.449219
"2487",24361.25
"2488",24689.150391
"2489",24703.050781
"2490",24645.599609
"2491",24313.75
"2492",24009.75
"2493",24088.900391
"2494",24222.150391
"2495",25035.900391
"2496",25022.199219
"2497",24839.550781
"2498",24988.550781
"2499",25019.349609
"2500",25490.449219
"2501",25427.300781
"2502",25650.699219
"2503",25571.150391
"2504",25300.800781
"2505",25184.349609
"2506",25291.349609
"2507",25498.949219
"2508",25358.300781
"2509",25284.599609
"2510",25218.900391
"2511",25446.599609
"2512",25728.400391
"2513",25768.599609
"2514",25757.5
"2515",25766.650391
"2516",25736.25
"2517",25779.650391
"2518",25891.949219
"2519",25846.400391
"2520",25795.699219
"2521",25332.400391
"2522",25191.949219
"2523",25075.099609
"2524",25124.849609
"2525",24851.800781
"2526",25057.25
"2527",25321.150391
"2528",25404.849609
"2529",25125.449219
"2530",25000.349609
"2531",25168.199219
"2532",25440.300781
"2533",25594.550781
"2534",25716.199219
"2535",25591.699219
"2536",25554.300781
"2537",25648.550781
"2538",25675.25
"2539",25496.050781
"2540",25490
"2541",25539.449219
"2542",NA
"2543",25338.25
"2544",25318.599609
"2545",25462.599609
"2546",25601.849609
"2547",25676.099609
"2548",25703.800781
"2549",25617.300781
"2550",25660.900391
"2551",25749.050781
"2552",26069.199219
"2553",25974.900391
"2554",26289.099609
"2555",26537.400391
"2556",26909.5
"2557",27041.199219
"2558",27390.599609
"2559",27398.550781
"2560",27445.650391
"2561",27498.449219
"2562",27269.050781
"2563",27379.449219
"2564",27220.699219
"2565",26451.150391
"2566",26098.75
"2567",25811.300781
"2568",25670
"2569",25920.650391
"2570",25463.650391
"2571",25701.599609
"2572",25341.25
"2573",25424.349609
"2574",25163.900391
"2575",25058.550781
"2576",24874.400391
"2577",24936.699219
"2578",24955.199219
"2579",25302.5
"2580",25687.900391
"2581",25383.599609
"2582",25107.400391
"2583",24902.550781
"2584",24818.699219
"2585",24448.449219
"2586",24134.099609
"2587",24477.650391
"2588",24296.449219
"2589",24664.199219
"2590",24738.650391
"2591",24851.650391
"2592",24791.849609
"2593",24489.550781
"2594",24245.099609
"2595",24168.199219
"2596",24255.599609
"2597",24141.5
"2598",23670.400391
"2599",24244.349609
"2600",24434.150391
"2601",24263.349609
"2602",24328.5
"2603",24510.599609
"2604",24129.5
"2605",24759.800781
"2606",24873.150391
"2607",25093.800781
"2608",25226.800781
"2609",25098.25
"2610",25195.099609
"2611",25200.599609
"2612",25320.849609
"2613",25334.449219
"2614",25102.300781
"2615",25126.150391
"2616",24943.849609
"2617",24960.650391
"2618",25042.099609
"2619",24814.400391
"2620",25010.900391
"2621",25394.599609
"2622",25531.599609
"2623",25568.300781
"2624",25605.25
"2625",25645.400391
"2626",25852.050781
"2627",26090.5
"2628",26154.449219
"2629",26131
"2630",26413.150391
"2631",26475.150391
"2632",26474
"2633",26182.150391
"2634",26073.800781
"2635",25875.599609
"2636",25750.800781
"2637",25777.699219
"2638",25684.949219
"2639",26016.800781
"2640",26273.550781
"2641",26614.25
"2642",26254.800781
"2643",26327.800781
"2644",26956.199219
"2645",26692.800781
"2646",26257.550781
"2647",26251
"2648",26367.599609
"2649",26517.800781
"2650",26451.349609
"2651",26453.550781
"2652",26607.099609
"2653",26642.800781
"2654",26562.25
"2655",26417.400391
"2656",26409.300781
"2657",26265.75
"2658",26557.699219
"2659",26496.949219
"2660",26766.849609
"2661",26609.699219
"2662",26601.699219
"2663",26423.400391
"2664",26324.599609
"2665",26364.199219
"2666",26230.300781
"2667",26204.099609
"2668",26433.949219
"2669",26503.300781
"2670",26493.849609
"2671",26753.300781
"2672",26894.550781
"2673",26816.199219
"2674",27026.550781
"2675",26935.949219
"2676",26679.800781
"2677",27008.099609
"2678",26880.900391
"2679",26789.650391
"2680",26873.199219
"2681",27008.150391
"2682",26974.400391
"2683",27031.300781
"2684",27406.400391
"2685",27634.400391
"2686",27842.599609
"2687",27764.150391
"2688",27596.599609
"2689",27355.949219
"2690",27695.5
"2691",27898.5
"2692",27875.900391
"2693",28062.449219
"2694",28320
"2695",28124.25
"2696",27794.400391
"2697",28021.699219
"2698",27826.550781
"2699",28128.550781
"2700",28274.25
"2701",28257.900391
"2702",28027.900391
"2703",27834.699219
"2704",28264.199219
"2705",28269.650391
"2706",28224.099609
"2707",28103.25
"2708",28061.75
"2709",27819.5
"2710",27430.75
"2711",27376.050781
"2712",27468.699219
"2713",27481.449219
"2714",27201.75
"2715",26807.5
"2716",26819.199219
"2717",27163.849609
"2718",26820.300781
"2719",26441.449219
"2720",26277.349609
"2721",25596.900391
"2722",24970.349609
"2723",25330.349609
"2724",25376.300781
"2725",25042.150391
"2726",25119.849609
"2727",25367
"2728",25069.900391
"2729",24819.300781
"2730",24443.449219
"2731",24618.349609
"2732",24527.650391
"2733",25321.699219
"2734",24783.949219
"2735",25395.849609
"2736",25388.050781
"2737",25589.650391
"2738",25188.599609
"2739",25085.800781
"2740",25078.599609
"2741",24972.449219
"2742",25064.199219
"2743",24817.449219
"2744",24421.050781
"2745",24959.699219
"2746",24807.75
"2747",25153.25
"2748",25323.650391
"2749",25701.650391
"2750",25732.199219
"2751",25598
"2752",25737.5
"2753",25771
"2754",25539.75
"2755",25768.599609
"2756",25930.150391
"2757",26154.75
"2758",26245.550781
"2759",26300.699219
"2760",26113.349609
"2761",26262.050781
"2762",25999.449219
"2763",26365.599609
"2764",26443.099609
"2765",26457.949219
"2766",26939.599609
"2767",26862.949219
"2768",26857.550781
"2769",26693.800781
"2770",26519.599609
"2771",26198.300781
"2772",26594.300781
"2773",26102.650391
"2774",26163.400391
"2775",26643.849609
"2776",26816.349609
"2777",26826
"2778",27015.800781
"2779",27174.699219
"2780",27298.400391
"2781",27275.099609
"2782",26869.650391
"2783",26714.75
"2784",26986.800781
"2785",26878.550781
"2786",27125.25
"2787",27160.199219
