time,Price,Open,High,Low,Vol.,Change_g,Change_cal,Change_r,Change_ln,oil,sensex
259,82.11,81.98,82.38,81.33,279.16K,0.0002,0.024363503,0.02,0.000243605,0,0.01
260,81.24,82.2,83.16,80.57,337.20K,-0.0106,-1.059554256,-1.06,-0.010652075,-0.01,0
261,79.8,81.13,81.31,79.13,283.14K,-0.0177,-1.772525849,-1.77,-0.017884232,-0.02,0
262,81.7,79.84,82.1,79.32,290.18K,0.0238,2.380952381,2.38,0.023530497,0.02,-0.01
263,82.93,82.05,83.09,81.72,275.21K,0.0151,1.505507956,1.51,0.014942877,0.01,0
264,82.2,82.85,82.85,81.68,208.34K,-0.0088,-0.880260461,-0.88,-0.008841576,-0.01,0.01
265,80.68,82.17,82.17,79.86,150.68K,-0.0185,-1.849148418,-1.85,-0.018664589,-0.02,0.01
266,81.25,80.93,81.49,78.57,32.68K,0.0071,0.706494794,0.71,0.007040108,0.01,0
267,81.91,81.81,82.2,80.85,261.87K,0.0081,0.812307692,0.81,0.008090262,0.01,0
268,80.61,81.58,81.64,79.88,307.76K,-0.0159,-1.587107801,-1.59,-0.015998372,-0.02,-0.01
269,80.53,80.25,81.48,80.1,296.27K,-0.001,-0.09924327,-0.1,-0.000992925,0,0.01
270,80,80.13,81.46,79.54,324.61K,-0.0066,-0.658139824,-0.66,-0.006603151,-0.01,0
271,82.17,80.24,82.78,80.18,311.04K,0.0271,2.7125,2.71,0.026763637,0.03,0
272,82.37,82.5,82.74,81.77,244.44K,0.0024,0.243397834,0.24,0.002431021,0,-0.01
273,83.76,82.5,83.85,82.22,371.96K,0.0169,1.687507588,1.69,0.016734274,0.02,0
274,84.87,83.36,85.37,83.21,234.24K,0.0133,1.3252149,1.33,0.013165107,0.01,-0.01
275,86.62,85.31,86.9,85.06,244.11K,0.0206,2.061977142,2.06,0.020410062,0.02,0
276,86.84,86.74,87.09,86.13,290.48K,0.0025,0.253982914,0.25,0.002536609,0,0
277,85.88,86.76,87,85.52,379.53K,-0.0111,-1.105481345,-1.11,-0.011116372,-0.01,0.01
278,85.39,85.64,85.88,84.38,389.60K,-0.0057,-0.570563577,-0.57,-0.005721975,-0.01,0.01
279,84.92,85.56,86.37,84.12,442.94K,-0.0055,-0.55041574,-0.55,-0.005519361,-0.01,0
280,84.34,85.17,85.71,84.08,421.90K,-0.0068,-0.682995761,-0.68,-0.006853389,-0.01,0
281,84.05,84.36,84.42,82.51,552.30K,-0.0034,-0.343846336,-0.34,-0.003444388,0,-0.02
282,85.84,83.82,86.39,83.71,425.17K,0.0213,2.129684711,2.13,0.021073238,0.02,0.01
283,85.51,85.91,86.27,85.27,274.10K,-0.0038,-0.38443616,-0.38,-0.00385177,0,0
284,83.24,85.35,85.44,82.52,268.76K,-0.0265,-2.654660274,-2.65,-0.026905327,-0.03,-0.01
285,81.45,82.92,83,80.53,122.83K,-0.0215,-2.150408457,-2.15,-0.021738666,-0.02,-0.01
286,83.45,81.69,83.65,81.51,33.43K,0.0246,2.455494168,2.46,0.024258315,0.02,0
287,83.68,84.03,84.64,82.92,428.24K,0.0028,0.27561414,0.28,0.00275235,0,-0.01
288,83.7,83.47,84.07,81.73,433.95K,0.0002,0.023900574,0.02,0.000238977,0,-0.01
289,85.12,83.75,85.19,82.92,322.55K,0.017,1.696535245,1.7,0.016823048,0.02,0.03
290,84.2,85.22,85.63,83.73,337.12K,-0.0108,-1.080827068,-1.08,-0.010867104,-0.01,-0.01
291,82.44,83.89,84.33,81.7,462.84K,-0.0209,-2.090261283,-2.09,-0.021124165,-0.02,0
292,83.22,81.84,83.44,81.29,400.70K,0.0095,0.946142649,0.95,0.009416948,0.01,0
293,85.17,83.33,85.63,83.01,393.69K,0.0234,2.343186734,2.34,0.023161556,0.02,-0.02
294,86.15,85.58,86.5,85.16,392.14K,0.0115,1.150639897,1.15,0.011440704,0.01,-0.01
295,86.19,86.2,87.15,85.83,324.73K,0.0005,0.046430644,0.05,0.000464199,0,0
296,82.74,86.09,86.24,82.05,497.43K,-0.04,-4.002784546,-4,-0.040851001,-0.04,-0.03
297,79.97,82.13,82.83,79.15,512.29K,-0.0335,-3.347836597,-3.35,-0.034051597,-0.03,0.01
298,77.11,79.63,80.39,74.58,605.01K,-0.0358,-3.576341128,-3.58,-0.03641859,-0.04,0
299,75.11,76.95,78.19,74.51,601.53K,-0.0259,-2.593697316,-2.59,-0.026279268,-0.03,0
300,76.8,76.11,78.51,75.8,447.16K,0.0225,2.250033285,2.25,0.022250934,0.02,-0.03
301,76.37,77.26,77.68,75.36,441.54K,-0.0056,-0.559895833,-0.56,-0.005614691,-0.01,0.02
302,75.65,75.89,77,74.75,475.85K,-0.0094,-0.942778578,-0.94,-0.009472509,-0.01,0.02
303,74.4,75.47,76.45,73.62,532.33K,-0.0165,-1.652346332,-1.65,-0.016661498,-0.02,0.01
304,71.61,73.99,74.13,70.83,373.98K,-0.0375,-3.75,-3.75,-0.038221213,-0.04,0
305,70.08,71.79,72.25,69.27,355.83K,-0.0214,-2.136573104,-2.14,-0.021597282,-0.02,-0.02
306,69.41,70.5,72.52,68.91,206.38K,-0.0096,-0.956050228,-0.96,-0.009606497,-0.01,0.01
307,69.87,69.11,71.43,67.9,129.17K,0.0066,0.662728713,0.66,0.006605423,0.01,0.02
308,68.01,71.2,71.29,64.24,33.22K,-0.0266,-2.662086733,-2.66,-0.026981619,-0.03,0.01
309,70.04,69.52,71.23,69,449.43K,0.0298,2.984855168,2.98,0.029411754,0.03,-0.02
310,70.21,70.62,70.96,69.57,279.82K,0.0024,0.242718447,0.24,0.002424244,0,-0.01
311,68.75,69.9,70.04,67.15,395.40K,-0.0208,-2.079475858,-2.08,-0.021014014,-0.02,0
312,71.51,70.06,71.7,69.21,405.52K,0.0401,4.014545455,4.01,0.039360564,0.04,0.02
313,74.55,70.74,74.95,70.67,401.81K,0.0425,4.251153685,4.25,0.041632741,0.04,0.01
314,73.97,74.9,75.72,73.13,420.67K,-0.0078,-0.778001341,-0.78,-0.007810436,-0.01,0.02
315,72.58,73.97,75.33,71.64,438.59K,-0.0188,-1.879140192,-1.88,-0.018970204,-0.02,0
316,72.86,71.94,73.93,71.68,391.03K,0.0039,0.385781207,0.39,0.00385039,0,0
317,74.61,73.7,74.95,72.32,439.43K,0.024,2.401866593,2.4,0.023734755,0.02,0.01
318,71.51,74.61,75.42,70.73,448.49K,-0.0415,-4.154939016,-4.15,-0.042437246,-0.04,0
319,71.44,70.35,72.49,69.51,417.31K,-0.001,-0.097888407,-0.1,-0.000979363,0,0.02
320,71.99,71.16,72.6,70.75,421.97K,0.0077,0.76987682,0.77,0.007669284,0.01,-0.01
321,74.38,72.51,74.96,72.03,436.98K,0.0332,3.319905542,3.32,0.032659868,0.03,0
322,75.48,73.87,76.3,73.72,430.04K,0.0148,1.478892175,1.48,0.014680632,0.01,0
323,73.78,75.52,75.64,73.26,421.74K,-0.0225,-2.252252252,-2.25,-0.022780028,-0.02,-0.01
324,75.12,74.06,75.99,74.04,321.67K,0.0182,1.816210355,1.82,0.017999143,0.02,0.01
325,76.94,74.77,77.16,74.62,308.29K,0.0242,2.422790202,2.42,0.023939062,0.02,-0.01
326,77.67,77.06,78.13,76.06,323.36K,0.0095,0.948791266,0.95,0.009443185,0.01,0.01
327,76.79,77.45,77.79,76.17,303.28K,-0.0113,-1.132998584,-1.13,-0.011394659,-0.01,-0.01
328,77.18,76.55,77.45,75.56,157.43K,0.0051,0.50787863,0.51,0.005065933,0.01,0
329,77.82,77.5,78.92,76.88,124.29K,0.0083,0.829230371,0.83,0.008258111,0.01,0
330,77.21,77.35,78.1,76.53,27.34K,-0.0078,-0.78386019,-0.78,-0.007869485,-0.01,0.01
331,76.35,77.52,77.83,75.17,365.04K,-0.0111,-1.113845357,-1.11,-0.011200951,-0.01,-0.01
332,76.51,76,76.57,75.32,260.40K,0.0021,0.209561231,0.21,0.00209342,0,0.01
333,78.86,76.56,79.19,75.9,316.46K,0.0307,3.071493922,3.07,0.030252677,0.03,0.01
334,78.25,79,79.38,77.72,223.31K,-0.0077,-0.773522698,-0.77,-0.007765299,-0.01,0.01
335,75.94,78.15,78.32,75.21,323.27K,-0.0295,-2.952076677,-2.95,-0.029965275,-0.03,0
336,75.63,75.46,76.83,74.39,357.75K,-0.0041,-0.408217013,-0.41,-0.004090525,0,0
337,72.95,75.37,75.4,72.05,405.08K,-0.0354,-3.543567367,-3.54,-0.036078755,-0.04,0
338,72.14,72.67,73.38,71.62,256.17K,-0.0111,-1.110349554,-1.11,-0.011165599,-0.01,0
339,71.98,72.06,73.86,71.09,325.73K,-0.0022,-0.221790962,-0.22,-0.002220373,0,0
340,74.07,72.07,74.92,71.44,288.66K,0.029,2.903584329,2.9,0.028622289,0.03,0
341,75.44,74.85,76,74.38,325.81K,0.0185,1.849601728,1.85,0.018327046,0.02,0.01
342,76.09,75.85,76.48,75,269.89K,0.0086,0.861611877,0.86,0.008579212,0.01,0.01
343,74.95,76.3,76.43,74.52,309.17K,-0.015,-1.498225785,-1.5,-0.015095626,-0.02,0
344,77.15,75.06,77.37,74.25,361.79K,0.0294,2.935290193,2.94,0.028930354,0.03,-0.01
345,77.04,77.13,78.15,76.38,364.47K,-0.0014,-0.142579391,-0.14,-0.001426811,0,0
346,76.62,76.76,77.66,75.33,366.02K,-0.0055,-0.54517134,-0.55,-0.005466628,-0.01,-0.01
347,76.01,76.82,77.15,75.25,225.25K,-0.008,-0.796136779,-0.8,-0.007993229,-0.01,0
348,76.54,75.72,77.69,75.5,169.55K,0.007,0.697276674,0.7,0.006948569,0.01,-0.01
349,77.44,76.4,77.57,75.65,34.22K,0.0118,1.175855762,1.18,0.011689963,0.01,0.01
350,76.56,77.85,78.57,76.2,322.41K,-0.0114,-1.136363636,-1.14,-0.011428696,-0.01,0
351,79.3,76.43,79.42,76.16,358.82K,0.0358,3.578892372,3.58,0.035163381,0.04,0.01
352,78.98,79.27,79.6,78.4,259.74K,-0.004,-0.403530895,-0.4,-0.004043473,0,0
353,78.98,78.98,79.33,78.06,227.66K,0,0,0,0,0,0
354,77.5,78.92,79.69,76.79,377.84K,-0.0187,-1.873892125,-1.87,-0.018916719,-0.02,0.01
355,76.99,77.08,77.74,75.9,314.17K,-0.0066,-0.658064516,-0.66,-0.006602393,-0.01,0
356,78.36,76.89,78.89,76.45,350.58K,0.0178,1.779451877,1.78,0.01763805,0.02,-0.01
357,78.95,78.25,79.05,76.83,294.43K,0.0075,0.752935171,0.75,0.007501148,0.01,0
358,81.34,78.95,81.77,78.83,306.10K,0.0303,3.027232426,3.03,0.02982316,0.03,0.01
359,82.55,81.41,82.64,81.11,290.98K,0.0149,1.487582985,1.49,0.01476627,0.01,-0.01
360,82.47,82.42,82.97,81.62,293.32K,-0.001,-0.096910963,-0.1,-0.00096958,0,0
361,82.01,82.44,82.48,81.56,234.81K,-0.0056,-0.557778586,-0.56,-0.0055934,-0.01,0.01
362,80.7,82.12,82.67,80.04,397.53K,-0.016,-1.597366175,-1.6,-0.016102616,-0.02,0.01
363,81.48,80.91,81.76,80.71,267.08K,0.0097,0.966542751,0.97,0.009619016,0.01,0
364,80.25,81.44,81.62,79.2,385.85K,-0.0151,-1.509572901,-1.51,-0.015210829,-0.02,0
365,78.02,80.22,80.44,77.25,416.89K,-0.0278,-2.778816199,-2.78,-0.028181558,-0.03,-0.01
366,75.74,77.31,77.97,75.52,430.79K,-0.0292,-2.922327608,-2.92,-0.029658782,-0.03,-0.01
367,75.39,75.75,76.74,75.01,286.13K,-0.0046,-0.462107209,-0.46,-0.004631782,0,0
368,75.24,75.6,75.95,74.86,237.46K,-0.002,-0.19896538,-0.2,-0.001991636,0,-0.01
369,75.77,75.06,76.63,75.01,347.43K,0.007,0.704412547,0.7,0.007019432,0.01,0
370,75.42,75.45,75.74,73.83,247.10K,-0.0046,-0.461924244,-0.46,-0.004629944,0,0
371,74.43,75.27,76.1,73.96,123.22K,-0.0131,-1.312649165,-1.31,-0.013213405,-0.01,0.01
372,73.46,74.45,74.6,73.19,33.38K,-0.013,-1.303237942,-1.3,-0.013118046,-0.01,0
373,73.1,73.9,74.48,72.75,252.44K,-0.0049,-0.490062619,-0.49,-0.004912674,0,0
374,71.63,72.95,73.05,71.32,340.99K,-0.0201,-2.010943912,-2.01,-0.020314386,-0.02,0.02
375,72.52,71.47,72.97,70.76,343.41K,0.0124,1.242496161,1.24,0.012348405,0.01,0
376,73.36,72.82,73.98,72.54,362.83K,0.0116,1.158301158,1.16,0.011516442,0.01,0
377,75.17,73.18,75.59,72.04,477.90K,0.0247,2.467284624,2.47,0.024373387,0.02,0.01
378,74.7,75.5,75.58,74.01,260.67K,-0.0063,-0.625249435,-0.63,-0.006272123,-0.01,0.02
379,71.92,74.07,74.73,71.53,469.41K,-0.0372,-3.721552878,-3.72,-0.037925702,-0.04,0.01
380,73.91,71.7,74.48,71.67,396.61K,0.0277,2.766963293,2.77,0.027293747,0.03,0.01
381,75.02,73.91,75.14,73.11,340.17K,0.015,1.501826546,1.5,0.014906608,0.01,0
382,74.6,74.93,75.44,73.2,379.30K,-0.0056,-0.559850706,-0.56,-0.005614237,-0.01,0.01
383,74.09,74.3,74.63,72.63,406.64K,-0.0068,-0.683646113,-0.68,-0.006859937,-0.01,0.02
384,74.67,73.91,75.39,73.37,359.76K,0.0078,0.782831691,0.78,0.007797835,0.01,0
385,74.25,74.92,75.96,73.88,372.88K,-0.0056,-0.56247489,-0.56,-0.005640627,-0.01,0
386,76.45,74.4,76.73,74.37,431.37K,0.0296,2.962962963,2.96,0.029199155,0.03,0
387,77.19,76.36,78.04,76.36,349.16K,0.0097,0.96795291,0.97,0.009632983,0.01,0.01
388,76.8,77.17,77.99,76.21,416.11K,-0.0051,-0.505246794,-0.51,-0.005065275,-0.01,0
389,76.02,76.64,76.65,74.66,356.33K,-0.0102,-1.015625,-1.02,-0.010208177,-0.01,0
390,74.57,75.76,75.99,74.11,289.28K,-0.0191,-1.907392791,-1.91,-0.019258182,-0.02,-0.01
391,73.66,74.47,75.25,72.75,195.83K,-0.0122,-1.220329891,-1.22,-0.012278371,-0.01,0.01
392,74.86,73.59,75.45,73.32,132.43K,0.0163,1.629106706,1.63,0.016159791,0.02,0.02
393,73.52,74.57,74.6,72.81,34.58K,-0.0179,-1.790008015,-1.79,-0.018062224,-0.02,0
394,74.71,74.79,76,73.84,343.85K,0.0162,1.618607182,1.62,0.016056474,0.02,0
395,75.18,74.84,75.61,73.58,295.90K,0.0063,0.629099184,0.63,0.006271286,0.01,0.01
396,76.49,74.95,76.68,74.66,288.50K,0.0174,1.742484703,1.74,0.017274775,0.02,-0.01
397,76.52,76.47,77.17,75.52,289.64K,0.0004,0.039220813,0.04,0.000392131,0,0
398,76.18,76.23,77.12,75.53,329.35K,-0.0044,-0.44432828,-0.44,-0.004453184,0,0
399,77.86,76.2,78.13,75.6,388.99K,0.0221,2.205303229,2.21,0.021813381,0.02,-0.01
400,79.97,77.91,80.18,77.55,418.63K,0.0271,2.709992294,2.71,0.026739222,0.03,0.02
401,81.58,79.84,81.75,79.7,359.94K,0.0201,2.013254971,2.01,0.01993257,0.02,-0.01
402,81.47,81.68,82.38,80.77,313.31K,-0.0013,-0.13483697,-0.13,-0.00134928,0,-0.02
403,82.82,81.37,82.99,81.15,336.83K,0.0166,1.657051675,1.66,0.016434724,0.02,0
404,83.23,82.6,84.09,82.29,349.17K,0.005,0.495049505,0.5,0.004938282,0,-0.01
405,81.67,83.27,84.43,81,450.95K,-0.0187,-1.874324162,-1.87,-0.018921122,-0.02,-0.01
406,82.66,81.43,83.13,80.3,414.08K,0.0121,1.212195421,1.21,0.012049072,0.01,0.02
407,82.21,82.95,83.5,81.82,234.32K,-0.0054,-0.544398742,-0.54,-0.00545886,-0.01,0
408,81.67,81.94,82.33,80.88,333.58K,-0.0066,-0.656854397,-0.66,-0.006590212,-0.01,0.01
409,83.01,81.72,83.45,81.68,330.29K,0.0164,1.640749357,1.64,0.016274345,0.02,0
410,82.69,83.23,84.12,82.21,340.96K,-0.0039,-0.385495723,-0.39,-0.003862407,0,-0.01
411,81.25,82.77,83.33,80.75,345.84K,-0.0174,-1.741443947,-1.74,-0.017567855,-0.02,0
412,83.08,81.38,83.28,80.35,225.08K,0.0225,2.252307692,2.25,0.022273178,0.02,0
413,79.49,82.95,83.21,79.25,151.36K,-0.0432,-4.321136254,-4.32,-0.044172771,-0.04,0.02
414,81.77,79.48,82.03,79.35,40.71K,0.0287,2.868285319,2.87,0.028279201,0.03,0
415,80.56,82.55,82.7,80.09,378.29K,-0.0148,-1.479760303,-1.48,-0.01490818,-0.01,0.01
416,81.69,80.73,82.07,80.41,256.38K,0.014,1.402681231,1.4,0.013929347,0.01,0.02
417,82.52,82.01,83.28,81.45,339.40K,0.0102,1.016036235,1.02,0.010109093,0.01,0.01
418,82.55,82.47,82.88,81.81,265.93K,0.0004,0.036354823,0.04,0.000363482,0,-0.01
419,81.94,82.48,82.69,80.52,375.25K,-0.0074,-0.738946093,-0.74,-0.007416898,-0.01,0
420,82.18,81.99,82.64,81.5,296.75K,0.0029,0.292897242,0.29,0.002924691,0,0
421,81.43,81.92,82.12,80.56,313.87K,-0.0091,-0.91263081,-0.91,-0.009168208,-0.01,-0.01
422,82.95,81.45,83.86,81.32,358.54K,0.0187,1.866633919,1.87,0.018494261,0.02,-0.02
423,83.9,82.88,84.47,82.83,281.83K,0.0115,1.145268234,1.15,0.011387597,0.01,0.01
424,84.69,84.37,85.36,83.57,393.74K,0.0094,0.941597139,0.94,0.009371917,0.01,-0.02
425,86.49,85.09,86.83,84.92,318.00K,0.0213,2.125398512,2.13,0.021031269,0.02,0
426,86.85,86.6,87.43,85.96,315.28K,0.0042,0.416233091,0.42,0.004153692,0,-0.02
427,87.06,87.39,87.49,85.96,309.97K,0.0024,0.2417962,0.24,0.002415043,0,0.02
428,86.72,86.75,87.63,85.48,368.00K,-0.0039,-0.390535263,-0.39,-0.003912998,0,-0.01
429,87.81,86.45,88.21,86.1,472.84K,0.0126,1.256918819,1.26,0.012490852,0.01,-0.01
430,87.81,87.85,88.63,87.54,343.01K,0,0,0,0,0,-0.01
431,84.88,87.73,87.85,84.52,478.82K,-0.0334,-3.336749801,-3.34,-0.033936895,-0.03,-0.01
432,84.86,84.87,85.77,84.48,315.26K,-0.0002,-0.023562677,-0.02,-0.000235655,0,0.01
433,82.34,84.58,84.74,82.03,454.83K,-0.0297,-2.969596983,-2.97,-0.030145823,-0.03,0.01
434,80.44,82.44,82.67,80.06,334.53K,-0.0231,-2.307505465,-2.31,-0.023345451,-0.02,0.02
435,81.85,80.45,82.35,80.44,160.41K,0.0175,1.752859274,1.75,0.017376739,0.02,0.01
436,81.51,82.24,82.75,80.59,36.97K,-0.0042,-0.415394013,-0.42,-0.004162592,0,0
437,81.74,82.15,82.87,80.68,290.22K,0.0028,0.282173966,0.28,0.002817766,0,0
438,81.25,81.61,82.1,80.28,351.86K,-0.006,-0.599461708,-0.6,-0.006012657,-0.01,0
439,83.86,80.99,84.25,80.97,324.51K,0.0321,3.212307692,3.21,0.031617921,0.03,-0.01
440,83.76,84.21,84.53,82.78,174.18K,-0.0012,-0.119246363,-0.12,-0.001193175,0,-0.02
441,85.73,83.9,85.9,83.59,335.80K,0.0235,2.351957975,2.35,0.023247256,0.02,0.01
442,84.11,85.81,85.9,83.55,338.36K,-0.0189,-1.889653564,-1.89,-0.019077357,-0.02,0.01
443,86.75,83.66,86.95,83.63,340.74K,0.0314,3.138746879,3.14,0.030904953,0.03,0.01
444,88,86.8,88.13,86.27,330.64K,0.0144,1.44092219,1.44,0.014306396,0.01,-0.01
445,89.19,87.94,89.49,87.14,354.64K,0.0135,1.352272727,1.35,0.013432111,0.01,0.01
446,89.38,89.44,89.76,88.56,293.84K,0.0021,0.213028366,0.21,0.002128018,0,0
447,88.69,88.92,90.76,88.04,462.69K,-0.0077,-0.771984784,-0.77,-0.0077498,-0.01,0.01
448,88.28,88.35,88.99,87.33,383.14K,-0.0046,-0.462284361,-0.46,-0.004633562,0,0
449,88.37,88.55,89.42,87.71,353.96K,0.001,0.101948346,0.1,0.001018964,0,0
450,87.79,88.51,89,87.1,313.84K,-0.0066,-0.656331334,-0.66,-0.006584947,-0.01,0
451,88.61,87.68,89.49,87.44,329.77K,0.0093,0.934047158,0.93,0.009297119,0.01,0
452,88.28,88.19,88.95,87.74,281.85K,-0.0037,-0.372418463,-0.37,-0.003731137,0,0
453,88.62,88.28,89.09,86.83,355.06K,0.0039,0.385138197,0.39,0.003843984,0,0.01
454,87.7,88.48,88.65,87.63,221.15K,-0.0104,-1.038140375,-1.04,-0.010435666,-0.01,0.01
455,88.02,87.87,88.52,87.01,152.40K,0.0036,0.364880274,0.36,0.003642162,0,0.01
456,88.81,88.18,88.98,87.26,33.05K,0.009,0.89752329,0.9,0.008935195,0.01,0
457,89.82,89.22,90.1,89.06,187.32K,0.0114,1.137259318,1.14,0.011308411,0.01,0
458,90.48,89.99,90.8,89.85,187.39K,0.0073,0.734802939,0.73,0.007321164,0.01,-0.01
459,91.51,90.61,91.63,90.33,145.01K,0.0114,1.138373121,1.14,0.011319424,0.01,-0.01
460,91,91.07,91.88,90.51,104.32K,-0.0056,-0.55731614,-0.56,-0.005588749,-0.01,-0.02
461,91.49,90.79,91.67,90.75,104.42K,0.0054,0.538461538,0.54,0.00537017,0.01,-0.02
462,91.12,91.27,91.53,90.8,117.85K,-0.004,-0.404415783,-0.4,-0.004052358,0,0
463,89.84,90.98,91.4,89.02,209.65K,-0.014,-1.404741001,-1.4,-0.014147009,-0.01,0.02
464,91.38,89.67,92.06,89.05,171.01K,0.0171,1.714158504,1.71,0.016996326,0.02,-0.02
465,91.55,91.31,92.58,91.21,225.19K,0.0019,0.186036332,0.19,0.001858635,0,-0.02
466,89.38,91.5,92.07,88.36,415.52K,-0.0237,-2.370289459,-2.37,-0.023988328,-0.02,0
467,90.3,89.29,90.84,88.1,416.91K,0.0103,1.029313045,1.03,0.010240517,0.01,0.01
468,88.38,90.47,90.71,87.85,440.46K,-0.0213,-2.126245847,-2.13,-0.021491761,-0.02,-0.01
469,88.03,88.18,89.48,87.25,444.81K,-0.004,-0.396017198,-0.4,-0.003968034,0,0
470,89.25,89,89.98,88.13,430.28K,0.0139,1.385891173,1.39,0.013763755,0.01,0
471,91.11,89.31,91.39,88.93,429.76K,0.0208,2.084033613,2.08,0.020626147,0.02,0.01
472,91.86,91.18,92.39,90.79,382.69K,0.0082,0.82318077,0.82,0.008198111,0.01,-0.01
473,91.4,92,92.37,90.75,358.90K,-0.005,-0.500762029,-0.5,-0.0050202,-0.01,-0.02
474,91.54,90.99,91.69,90.1,313.33K,0.0015,0.153172867,0.15,0.001530557,0,-0.02
475,91.38,91.51,91.9,90.55,211.93K,-0.0017,-0.174786978,-0.17,-0.001749399,0,0
476,90.86,91.34,92.1,90.47,109.53K,-0.0057,-0.569052309,-0.57,-0.005706776,-0.01,-0.02
477,88.86,90.7,90.86,88,25.96K,-0.022,-2.201188642,-2.2,-0.022257763,-0.02,0
478,89.11,89.45,90.22,88.87,287.81K,0.0028,0.281341436,0.28,0.002809464,0,0.02
479,87.87,89.26,89.63,87.27,356.09K,-0.0139,-1.391538548,-1.39,-0.014013112,-0.01,-0.02
480,86.19,87.7,87.85,86.12,338.65K,-0.0191,-1.911915329,-1.91,-0.019304288,-0.02,0
481,87.33,86.23,87.79,86.03,347.75K,0.0132,1.322659241,1.32,0.013139885,0.01,-0.01
482,85.64,87.55,87.66,85.21,369.38K,-0.0194,-1.935188366,-1.94,-0.019541583,-0.02,-0.01
483,89.34,85.28,89.73,85.11,584.79K,0.0432,4.320411023,4.32,0.042296852,0.04,-0.01
484,92.19,89.97,92.84,88.4,436.80K,0.0319,3.190060443,3.19,0.031402349,0.03,0.02
485,90.77,92.2,92.45,90.33,392.88K,-0.0154,-1.540297212,-1.54,-0.01552283,-0.02,0.03
486,90.86,90.51,91.78,90.1,312.11K,0.001,0.099151702,0.1,0.000991026,0,0
487,90.54,90.93,92.05,90,290.49K,-0.0035,-0.352190183,-0.35,-0.003528118,0,0
488,89.03,90.63,91.67,88.45,359.93K,-0.0167,-1.667771151,-1.67,-0.01681835,-0.02,0.01
489,87.48,89.06,89.54,87.18,324.98K,-0.0174,-1.740986184,-1.74,-0.017563196,-0.02,-0.02
490,86.94,87.41,88.11,85.88,414.88K,-0.0062,-0.617283951,-0.62,-0.00619197,-0.01,0.01
491,86.71,87.35,87.95,86.36,367.21K,-0.0026,-0.264550265,-0.26,-0.002649008,0,-0.01
492,86.73,86.93,87.9,85.96,419.19K,0.0002,0.02306539,0.02,0.000230627,0,-0.01
493,85.58,87.7,87.77,85.1,383.39K,-0.0133,-1.32595411,-1.33,-0.013348234,-0.01,-0.03
494,84.81,85.5,86.52,84.58,319.33K,-0.009,-0.899742931,-0.9,-0.009038151,-0.01,0
495,84.32,84.84,85.97,83.85,284.17K,-0.0058,-0.577762056,-0.58,-0.005794376,-0.01,0.01
496,84.99,84.44,85.95,84.12,297.66K,0.0079,0.79459203,0.79,0.007914518,0.01,0.03
497,86.36,85.25,86.63,84.38,176.13K,0.0161,1.611954348,1.61,0.015991003,0.02,0
498,86.2,86.4,87.88,85.65,155.30K,-0.0019,-0.185270959,-0.19,-0.001854428,0,0
499,93.57,86.33,94.49,86.25,37.93K,0.0855,8.549883991,8.55,0.082039642,0.08,-0.01
500,98.1,95.68,100,95.14,489.67K,0.0484,4.841295287,4.84,0.047277547,0.05,0.01
501,97.28,98.97,103.41,95.62,507.46K,-0.0084,-0.835881753,-0.84,-0.008393948,-0.01,0
502,97.88,96.63,99.2,96.17,307.90K,0.0062,0.616776316,0.62,0.00614882,0.01,-0.01
503,96.97,98.5,99.96,96.71,262.00K,-0.0093,-0.929709849,-0.93,-0.009340586,-0.01,-0.01
504,99.63,96.97,100.69,96.37,322.43K,0.0274,2.743116428,2.74,0.027061672,0.03,0.01
505,102.23,100.48,102.5,99.21,446.38K,0.0261,2.609655726,2.61,0.025761853,0.03,-0.01
506,101.91,102.39,102.94,100.15,382.56K,-0.0031,-0.313019662,-0.31,-0.003135106,0,0.01
507,104.42,101.7,105.17,101.54,369.15K,0.0246,2.462957512,2.46,0.024331157,0.02,-0.01
508,105.44,104.65,106.95,104.25,404.44K,0.0098,0.976824363,0.98,0.009720843,0.01,-0.02
509,105.02,104.85,105.79,103.33,420.04K,-0.004,-0.398330804,-0.4,-0.003991263,0,0
510,104.38,104.96,105.92,103.9,353.95K,-0.0061,-0.609407732,-0.61,-0.006112722,-0.01,0.01
511,102.7,104.45,105.06,100.62,432.99K,-0.0161,-1.609503736,-1.61,-0.016225969,-0.02,0.01
512,101.16,102.64,103,99.01,342.53K,-0.015,-1.499513145,-1.5,-0.015108695,-0.02,0.01
513,101.19,100.31,101.89,98.47,289.43K,0.0003,0.029655991,0.03,0.000296516,0,0.03
514,97.18,101.86,101.87,96.71,388.74K,-0.0396,-3.962842178,-3.96,-0.040435009,-0.04,0.01
515,97.98,97.4,99.6,96.22,357.94K,0.0082,0.823214653,0.82,0.008198447,0.01,0.01
516,101.42,98.1,101.99,96.6,261.57K,0.0351,3.510920596,3.51,0.034506934,0.03,0.01
517,101.07,101.78,103.66,100.14,217.68K,-0.0035,-0.345099586,-0.35,-0.003456964,0,0.01
518,102.33,102.12,103.35,101.66,103.96K,0.0125,1.24666073,1.25,0.012389539,0.01,0
519,104,102.1,104.54,101.43,31.92K,0.0163,1.631974983,1.63,0.016188014,0.02,0.01
520,105.75,104.85,106.34,104.38,254.57K,0.0168,1.682692308,1.68,0.016686919,0.02,0
