time,Price,Open,High,Low,Vol.,Change_g,Change_cal,Change_r,Change_ln,oil,sensex
783,102.46,102.53,102.6,100.81,205.92K,-0.0082,-0.822766431,-0.82,-0.008261698,-0.01,0
784,101.02,102.33,102.96,100.68,312.93K,-0.0141,-1.405426508,-1.41,-0.014153961,-0.01,0
785,102.7,100.94,103.13,100.84,283.01K,0.0166,1.663037022,1.66,0.0164936,0.02,0
786,103.64,102.55,104.24,102.39,271.29K,0.0092,0.915287244,0.92,0.009111239,0.01,0.01
787,102.83,103.66,103.9,102.61,227.26K,-0.0078,-0.781551525,-0.78,-0.007846216,-0.01,0
788,102.93,102.8,103.37,101.8,284.96K,0.001,0.097247885,0.1,0.000972006,0,-0.01
789,104.2,103.15,105.07,102.66,244.52K,0.0123,1.233848246,1.23,0.012262984,0.01,-0.02
790,102.67,104.22,104.51,102.19,195.81K,-0.0147,-1.468330134,-1.47,-0.014792168,-0.01,0
791,102.27,102.73,103.21,101.67,91.40K,-0.0039,-0.38959774,-0.39,-0.003903586,0,-0.02
792,103.05,102.57,104.27,102.45,23.58K,0.0076,0.762687005,0.76,0.007597933,0.01,0
793,103.11,103.82,103.9,101.82,213.20K,0.0006,0.058224163,0.06,0.000582072,0,0
794,103.55,103.11,104.1,102.79,196.14K,0.0043,0.426728736,0.43,0.004258208,0,-0.01
795,104.12,103.76,104.57,103.11,276.65K,0.0055,0.550458716,0.55,0.005489492,0.01,0
796,104.55,103.96,104.92,103.84,192.83K,0.0041,0.412985017,0.41,0.004121346,0,0.01
797,104.93,104.1,105,103.74,182.10K,0.0036,0.363462458,0.36,0.003628035,0,-0.02
798,104.87,104.93,105.16,103.88,211.45K,-0.0006,-0.057180978,-0.06,-0.000571973,0,0
799,106.16,104.89,106.43,104.39,245.92K,0.0123,1.230094403,1.23,0.012225902,0.01,0.01
800,105.22,105.98,106.05,104.91,256.65K,-0.0089,-0.885455916,-0.89,-0.008893994,-0.01,0
801,102.54,105.39,105.42,102.36,316.88K,-0.0255,-2.547044288,-2.55,-0.02580043,-0.03,-0.01
802,98.49,102.59,102.72,97.51,443.06K,-0.0395,-3.949678174,-3.95,-0.040297946,-0.04,0
803,97.94,98.05,98.24,95.34,300.47K,-0.0056,-0.558432328,-0.56,-0.005599974,-0.01,0.02
804,97.01,97.96,98.12,95.52,333.77K,-0.0095,-0.949560956,-0.95,-0.00954098,-0.01,0
805,96.81,97.38,97.39,95.17,332.87K,-0.0021,-0.206164313,-0.21,-0.002063771,0,0.01
806,97.08,96.45,97.69,96.08,282.31K,0.0028,0.278896808,0.28,0.002785086,0,0
807,96.13,96.53,97.2,95.56,260.54K,-0.0098,-0.978574372,-0.98,-0.009833939,-0.01,-0.01
808,94.78,95.79,95.83,93.65,251.99K,-0.014,-1.404348278,-1.4,-0.014143026,-0.01,-0.01
809,93.98,93.91,95.48,93.02,284.71K,-0.0084,-0.844059928,-0.84,-0.008476423,-0.01,-0.02
810,92.81,93.16,94.16,91.81,308.37K,-0.0124,-1.244945733,-1.24,-0.012527601,-0.01,0
811,92.56,92.77,93.88,92.09,280.07K,-0.0027,-0.269367525,-0.27,-0.00269731,0,0
812,91.48,92.86,92.88,90.93,211.75K,-0.0117,-1.166810717,-1.17,-0.011736714,-0.01,0.03
813,92.57,91.27,93.06,90.84,107.24K,0.0119,1.191517272,1.19,0.011844746,0.01,0.01
814,91.66,92.64,93.01,91.39,27.36K,-0.0098,-0.983039862,-0.98,-0.009879036,-0.01,0
815,89.9,91.54,91.72,89.28,275.52K,-0.0192,-1.920139647,-1.92,-0.019388138,-0.02,0
816,90.66,90.53,91.52,89.81,231.52K,0.0085,0.84538376,0.85,0.008418304,0.01,0.01
817,90.86,90.79,91.32,90.2,153.92K,0.0022,0.220604456,0.22,0.002203615,0,0
818,90.76,91,92.21,90.25,262.56K,-0.0011,-0.110059432,-0.11,-0.0011012,0,-0.01
819,87.82,90.86,90.92,87.27,297.20K,-0.0324,-3.239312472,-3.24,-0.032929395,-0.03,0.02
820,86.53,87.55,88.28,85.86,345.43K,-0.0147,-1.468913687,-1.47,-0.014798091,-0.01,-0.01
821,83.23,86.44,86.59,82.29,407.58K,-0.0381,-3.813706229,-3.81,-0.038883315,-0.04,0.01
822,83.98,82.96,84.38,81.21,309.78K,0.009,0.901117386,0.9,0.008970815,0.01,0
823,84.29,84.14,84.92,83.31,246.36K,0.0037,0.369135508,0.37,0.003684559,0,0.01
824,85.02,84.12,86.27,84.03,313.10K,0.0087,0.866057658,0.87,0.008623289,0.01,0
825,84.82,85.5,87.03,83.43,339.00K,-0.0024,-0.235238767,-0.24,-0.002355159,0,-0.01
826,84.1,83.63,84.67,82,304.64K,-0.0085,-0.848856402,-0.85,-0.008524797,-0.01,0
827,82.7,85.72,86.64,81.11,343.21K,-0.0166,-1.664684899,-1.66,-0.016786965,-0.02,0
828,83.32,81.18,83.72,81.07,320.80K,0.0075,0.749697703,0.75,0.007469014,0.01,0
829,82.62,83.51,84.01,82.15,327.54K,-0.0084,-0.840134422,-0.84,-0.008436834,-0.01,0.03
830,83.91,82.44,84.42,82.27,278.94K,0.0156,1.561365287,1.56,0.015493014,0.02,0
831,84.03,84.33,84.8,83.42,216.55K,0.0014,0.143010368,0.14,0.001429082,0,0
832,83.27,85.09,85.6,82.04,216.96K,-0.009,-0.904438891,-0.9,-0.009085538,-0.01,0
833,84.03,83.06,84.41,82.28,109.01K,0.0091,0.912693647,0.91,0.009085538,0.01,0
834,81.8,84.04,84.34,80.91,37.37K,-0.0265,-2.653814114,-2.65,-0.026896634,-0.03,0
835,78.2,81.08,81.2,77.93,376.97K,-0.044,-4.400977995,-4.4,-0.045007596,-0.05,-0.01
836,79.76,78.11,80.37,77.56,293.22K,0.0199,1.99488491,1.99,0.019752478,0.02,0.01
837,79.21,80.2,80.68,78.03,249.00K,-0.0069,-0.689568706,-0.69,-0.006919572,-0.01,-0.01
838,79.36,79.23,79.68,78.36,253.30K,0.0019,0.189370029,0.19,0.00189191,0,-0.01
839,80.21,79.47,80.92,78.68,253.01K,0.0107,1.071068548,1.07,0.010653732,0.01,0
840,77.69,80.48,80.84,77.28,310.15K,-0.0314,-3.141752899,-3.14,-0.031921646,-0.03,-0.01
841,84.96,78.46,85.34,78.28,439.01K,0.0936,9.357703694,9.36,0.089454009,0.09,0
842,83.75,84.65,85.05,82.1,299.10K,-0.0142,-1.424199623,-1.42,-0.014344387,-0.01,0
843,87.66,83.67,88.04,83.33,336.19K,0.0467,4.668656716,4.67,0.045629524,0.05,0.01
844,87.22,87.75,88.98,86.5,368.62K,-0.005,-0.501939311,-0.5,-0.005032033,-0.01,-0.01
845,84.45,86.73,87.13,84.02,296.20K,-0.0318,-3.175877092,-3.18,-0.032274019,-0.03,-0.02
846,85.99,84.2,86.48,84,256.90K,0.0182,1.823564239,1.82,0.018071367,0.02,0
847,83.91,85.84,85.95,83.65,291.41K,-0.0242,-2.418885917,-2.42,-0.024486215,-0.02,0
848,85.81,84.01,86.49,84.01,307.82K,0.0226,2.264330831,2.26,0.022390754,0.02,-0.01
849,86.08,86.2,86.37,84.21,240.73K,0.0031,0.314648642,0.31,0.003141547,0,0.01
850,87.1,85.86,87.61,85.58,260.83K,0.0118,1.184944238,1.18,0.011779787,0.01,0.02
851,88.43,87.13,88.48,86.41,223.12K,0.0153,1.526980482,1.53,0.015154395,0.02,0.01
852,89.22,88.26,89.46,87.41,262.79K,0.0089,0.893361981,0.89,0.008893951,0.01,0
853,89.87,89.13,90.04,88.59,192.85K,0.0073,0.728536203,0.73,0.007258952,0.01,0
854,92.66,90.08,92.94,89.86,102.93K,0.031,3.104484255,3.1,0.030572698,0.03,0
855,91.44,92.22,92.3,90.66,22.10K,-0.0132,-1.316641485,-1.32,-0.013253861,-0.01,0.01
856,88.14,91.61,91.64,87.91,290.36K,-0.0361,-3.608923885,-3.61,-0.03675656,-0.04,0.01
857,88.5,88.05,89.09,87.43,309.87K,0.0041,0.408441116,0.41,0.004076093,0,0
858,88.97,88.2,89.36,86.84,289.55K,0.0053,0.531073446,0.53,0.005296682,0.01,0
859,89.39,89.1,90.47,88.07,233.40K,0.0047,0.472069237,0.47,0.004709585,0,0
860,90.13,89.43,90.45,89.13,210.41K,0.0083,0.827833091,0.83,0.008244253,0.01,0
861,89.78,90.14,90.95,89.33,191.10K,-0.0039,-0.388327971,-0.39,-0.003890839,0,0.01
862,88.06,89.67,90.3,87.31,282.85K,-0.0192,-1.915794164,-1.92,-0.019343833,-0.02,0
863,88.91,88.03,89.47,87.51,281.20K,0.0097,0.965250965,0.97,0.009606222,0.01,0
864,87.13,88.87,89.63,86.92,302.70K,-0.02,-2.002024519,-2,-0.020223366,-0.02,0.01
865,91.4,87.26,91.74,87.23,301.78K,0.049,4.900723058,4.9,0.047844222,0.05,0
866,92.2,91.34,92.33,90.63,194.37K,0.0088,0.875273523,0.88,0.008714652,0.01,0
867,93.67,92.05,94.42,91.78,260.01K,0.0159,1.594360087,1.59,0.015817837,0.02,0
868,93.35,93.41,94.72,92.82,269.93K,-0.0034,-0.341624853,-0.34,-0.003422097,0,-0.01
869,93.36,93.43,94.21,93.07,258.64K,0.0001,0.010712373,0.01,0.000107118,0,0
870,92.87,93.46,93.87,91.71,224.51K,-0.0052,-0.524850043,-0.52,-0.005262322,-0.01,-0.01
871,92.73,93.25,94.14,92.05,280.27K,-0.0015,-0.150748358,-0.15,-0.001508621,0,0
872,93.43,92.71,93.92,92.56,200.41K,0.0075,0.754879758,0.75,0.007520448,0.01,-0.01
873,94.33,93.25,94.9,92.68,281.64K,0.0096,0.963288023,0.96,0.00958678,0.01,0
874,95.6,94.21,95.75,93.93,212.63K,0.0135,1.346337326,1.35,0.013373547,0.01,0
875,96.01,95.23,96.28,94.98,162.59K,0.0043,0.428870293,0.43,0.004279533,0,-0.01
876,95.97,96.36,96.53,95.02,113.31K,-0.0004,-0.041662327,-0.04,-0.00041671,0,0
877,96.68,95.97,97.6,95.81,33.07K,0.0074,0.739814525,0.74,0.007370913,0.01,0.02
878,97.26,96.94,97.54,96.26,217.44K,0.006,0.599917253,0.6,0.005981249,0.01,0
879,96.27,97.3,98.29,95.75,225.16K,-0.0102,-1.017890191,-1.02,-0.010231061,-0.01,0
880,96.15,96.06,97.17,95.41,204.23K,-0.0012,-0.124649423,-0.12,-0.001247272,0,0
881,95.47,96.67,97.72,94.41,230.84K,-0.0071,-0.707228289,-0.71,-0.00709741,-0.01,0.01
882,96.33,95.66,96.54,95.14,198.46K,0.009,0.900806536,0.9,0.008967735,0.01,0
883,95.49,96.08,96.37,94.76,185.89K,-0.0087,-0.872002491,-0.87,-0.008758267,-0.01,0.02
884,94.62,95.3,95.6,93.95,192.46K,-0.0091,-0.911090167,-0.91,-0.00915266,-0.01,0
885,96.47,94.75,96.92,94.51,249.06K,0.0196,1.955189178,1.96,0.019363209,0.02,0
886,95.3,96.38,97.37,94.97,256.15K,-0.0121,-1.212812273,-1.21,-0.012202269,-0.01,-0.01
887,95.36,95.61,96.03,94.26,233.04K,0.0006,0.062959077,0.06,0.000629393,0,0.02
888,95.53,96,97.71,94.59,327.08K,0.0018,0.178271812,0.18,0.001781131,0,0
889,96.42,94.7,96.74,94.08,293.03K,0.0093,0.93164451,0.93,0.009273315,0.01,0
890,96.54,96.24,96.63,95.34,222.00K,0.0012,0.124455507,0.12,0.001243781,0,0
891,97.17,96.29,97.31,96.08,222.01K,0.0065,0.652579242,0.65,0.006504592,0.01,0
892,97.01,96.85,98.06,96.31,223.53K,-0.0016,-0.164659874,-0.16,-0.001647956,0,0.01
893,98.31,96.93,98.58,96.51,291.06K,0.0134,1.340068034,1.34,0.013311685,0.01,0
894,99,98.04,100.42,97.99,271.79K,0.007,0.701861459,0.7,0.006994099,0.01,0
895,96.62,99.15,99.52,94.65,308.27K,-0.024,-2.404040404,-2.4,-0.024334091,-0.02,0.01
896,95.29,96.71,97.23,95.11,196.21K,-0.0138,-1.376526599,-1.38,-0.013860886,-0.01,-0.01
897,91.98,95.49,96.17,91.25,133.04K,-0.0347,-3.473606884,-3.47,-0.035353711,-0.04,-0.01
898,91.87,91.77,92.37,90.66,30.14K,-0.0012,-0.119591215,-0.12,-0.001196628,0,0
899,92.89,92.93,93.84,92.59,181.04K,0.0111,1.110264504,1.11,0.011041463,0.01,-0.01
900,91.93,93.18,93.18,91.06,188.32K,-0.0103,-1.033480461,-1.03,-0.01038858,-0.01,0.01
901,91.37,92.11,93.2,90.57,239.02K,-0.0061,-0.609159143,-0.61,-0.006110221,-0.01,-0.01
902,89.98,90.82,91.34,88.95,272.06K,-0.0152,-1.521287075,-1.52,-0.015329774,-0.02,0
903,91.85,90.08,92.39,89.88,237.29K,0.0208,2.078239609,2.08,0.020569388,0.02,-0.01
904,92.19,92.35,92.71,91.4,210.20K,0.0037,0.370168753,0.37,0.003694853,0,0
905,92.48,92.15,93.33,91.26,216.01K,0.0031,0.314567741,0.31,0.00314074,0,0.01
906,91.89,92.41,92.94,91.62,177.73K,-0.0064,-0.637975779,-0.64,-0.006400195,-0.01,-0.01
907,88.14,91.64,91.82,87.7,339.51K,-0.0408,-4.080966373,-4.08,-0.04166575,-0.04,0.01
908,91.71,88.01,91.84,87.91,291.39K,0.0405,4.050374404,4.05,0.039704965,0.04,0
909,89.88,91.51,91.71,89.01,279.13K,-0.02,-1.995420347,-2,-0.020155977,-0.02,0
910,89.33,89.85,89.89,88.21,202.69K,-0.0061,-0.611927014,-0.61,-0.00613807,-0.01,-0.01
911,92.39,89.62,92.91,89.29,378.04K,0.0343,3.425500952,3.43,0.03368137,0.03,0
912,91.25,92.26,93.66,91.02,303.50K,-0.0123,-1.233899773,-1.23,-0.012415755,-0.01,-0.01
913,92.07,91.27,92.94,91.09,300.09K,0.009,0.898630137,0.9,0.008946165,0.01,0
914,91.86,92.41,92.64,91.16,198.46K,-0.0023,-0.228087325,-0.23,-0.002283478,0,0
915,91.85,91.63,92.2,89.79,269.02K,-0.0001,-0.010886131,-0.01,-0.000108867,0,0.01
916,92.09,91.76,92.32,91.3,232.22K,0.0026,0.261295591,0.26,0.002609548,0,0
917,92.12,92.08,92.85,91.55,226.34K,0.0003,0.032576827,0.03,0.000325715,0,0
918,92.1,92.06,92.59,90.66,184.65K,-0.0002,-0.021710812,-0.02,-0.000217132,0,0
919,90.05,92.04,93.05,89.83,123.65K,-0.0223,-2.225841477,-2.23,-0.022509872,-0.02,0
920,88.73,89.52,90.8,88.21,23.96K,-0.0147,-1.465852304,-1.47,-0.014767021,-0.01,-0.01
921,86.67,89.14,89.29,85.69,309.49K,-0.0232,-2.321649949,-2.32,-0.023490248,-0.02,0
922,85.73,86.6,87.47,84.94,298.16K,-0.0108,-1.08457367,-1.08,-0.01090498,-0.01,0
923,86.05,85.65,86.75,85.23,208.68K,0.0037,0.373264901,0.37,0.0037257,0,-0.01
924,86.28,86,86.37,85,212.38K,0.0027,0.267286461,0.27,0.002669299,0,-0.01
925,85.54,86.43,86.43,84.66,145.73K,-0.0086,-0.857672694,-0.86,-0.008613719,-0.01,0
926,85.68,85.31,86.24,85.1,106.22K,0.0016,0.163666121,0.16,0.001635323,0,0
927,86.24,85.73,87.19,85.61,212.58K,0.0065,0.653594771,0.65,0.006514681,0.01,0.01
928,87.09,86.1,87.42,85.92,197.18K,0.0099,0.985621521,0.99,0.00980796,0.01,0
929,84.86,86.91,87.24,84.66,297.31K,-0.0256,-2.560569526,-2.56,-0.025939227,-0.03,0
930,85.65,84.65,85.9,84.34,221.40K,0.0093,0.930945086,0.93,0.009266385,0.01,0
931,88.71,85.67,89.22,85.42,303.43K,0.0357,3.57267951,3.57,0.035103398,0.04,0.02
932,84.44,88.42,88.8,84.05,422.21K,-0.0481,-4.813437042,-4.81,-0.0493314,-0.05,0.02
933,85.09,84.52,85.7,84.22,296.60K,0.0077,0.769777357,0.77,0.007668297,0.01,0.01
934,86.07,85,86.77,84.13,322.40K,0.0115,1.151721706,1.15,0.011451399,0.01,0
935,85.57,86.19,86.54,85.27,280.69K,-0.0058,-0.580922505,-0.58,-0.005826164,-0.01,0
936,85.38,85.59,85.95,84.57,352.25K,-0.0022,-0.222040435,-0.22,-0.002222873,0,0
937,86.32,85.37,86.65,84.93,265.31K,0.011,1.100960412,1.1,0.01094944,0.01,0
938,85.45,86.36,86.83,84.68,168.10K,-0.0101,-1.007877665,-1.01,-0.010129911,-0.01,0
939,86.67,85.28,87.01,85.02,40.71K,0.0143,1.427735518,1.43,0.014176394,0.01,0
940,89.28,87.3,89.8,87.11,247.08K,0.0301,3.011422638,3.01,0.029669695,0.03,0
941,86.75,89.15,89.19,86.17,322.63K,-0.0283,-2.833781362,-2.83,-0.02874708,-0.03,0
942,87.38,87.28,87.89,86.37,220.98K,0.0073,0.726224784,0.73,0.007236005,0.01,-0.01
943,88.28,87.68,88.53,86.71,104.94K,0.0103,1.029983978,1.03,0.010247158,0.01,0
944,87.74,88.21,88.29,87.27,156.59K,-0.0061,-0.611690077,-0.61,-0.006135686,-0.01,0
945,87.18,87.82,88.25,86.83,210.47K,-0.0064,-0.638249373,-0.64,-0.006402949,-0.01,0.01
946,86.49,87.33,87.34,85.36,249.74K,-0.0079,-0.791465933,-0.79,-0.007946146,-0.01,0.01
947,88.07,86.57,88.69,86.55,270.03K,0.0183,1.826800786,1.83,0.018103152,0.02,0
948,88.91,87.66,88.99,87.47,216.21K,0.0095,0.953786761,0.95,0.009492669,0.01,-0.01
949,89.09,88.85,90.33,88.66,235.99K,0.002,0.202451918,0.2,0.002022473,0,0
950,88.5,88.93,89.18,87.57,206.27K,-0.0066,-0.662251656,-0.66,-0.006644543,-0.01,0.01
951,87.88,88.5,89.05,87.46,220.85K,-0.007,-0.700564972,-0.7,-0.007030304,-0.01,0
952,86.26,87.87,88.23,85.68,269.29K,-0.0184,-1.843422849,-1.84,-0.018606256,-0.02,0.01
953,85.93,86.39,86.92,85.77,244.99K,-0.0038,-0.38256434,-0.38,-0.00383298,0,0
954,85.56,85.98,86.78,85.33,211.60K,-0.0043,-0.430583033,-0.43,-0.004315127,0,0.01
955,85.79,85.7,86.37,85.21,217.86K,0.0027,0.268817204,0.27,0.002684565,0,0.01
956,86.77,85.69,87.68,85.68,300.35K,0.0114,1.14232428,1.14,0.01135849,0.01,0
957,85.89,86.77,86.97,85.81,228.42K,-0.0101,-1.014175406,-1.01,-0.010193532,-0.01,0
958,86.73,86.13,86.92,86.05,218.27K,0.0098,0.97799511,0.98,0.009732437,0.01,0
959,87.2,86.88,87.71,86.48,157.23K,0.0054,0.54191168,0.54,0.005404486,0.01,0
960,87.93,87.45,88.16,87.21,93.13K,0.0084,0.837155963,0.84,0.008336712,0.01,0
961,89.51,87.94,89.9,87.81,36.81K,0.018,1.796883885,1.8,0.017809307,0.02,0
962,90.13,89.69,90.54,89.26,178.14K,0.0069,0.692660038,0.69,0.006902722,0.01,0
963,88.66,90.02,90.07,87.96,180.38K,-0.0163,-1.630977477,-1.63,-0.016444243,-0.02,0.01
964,88.61,88.6,88.86,88.2,48.52K,-0.0006,-0.056395218,-0.06,-0.000564111,0,0
965,90.98,88.62,91.3,88.59,141.60K,0.0267,2.674641688,2.67,0.026394984,0.03,-0.01
966,90.87,91,91.44,90.05,152.77K,-0.0012,-0.120905694,-0.12,-0.001209788,0,0.01
967,90.8,91.15,91.49,90.32,131.37K,-0.0008,-0.077033124,-0.08,-0.000770628,0,0
968,91.82,90.41,91.99,90,119.53K,0.0112,1.123348018,1.12,0.011170853,0.01,0
969,93.12,91.78,93.87,91.56,203.87K,0.0142,1.415813548,1.42,0.014058845,0.01,-0.01
970,92.92,92.91,93.3,92.49,189.81K,-0.0021,-0.214776632,-0.21,-0.002150076,0,0
971,93.09,92.86,93.21,91.52,210.75K,0.0018,0.182953078,0.18,0.001827859,0,-0.01
972,93.19,93.21,93.35,92.42,166.29K,0.0011,0.107422924,0.11,0.001073653,0,0.01
973,93.15,93.32,93.8,92.67,195.87K,-0.0004,-0.04292306,-0.04,-0.000429323,0,0
974,93.1,93.15,93.65,92.68,201.39K,-0.0005,-0.053676865,-0.05,-0.000536913,0,-0.01
975,93.82,93.19,94.7,93.08,279.30K,0.0077,0.773361976,0.77,0.007703869,0.01,0
976,93.56,93.87,94.13,92.65,257.82K,-0.0028,-0.277126412,-0.28,-0.002775111,0,-0.01
977,94.14,93.74,94.29,92.95,248.60K,0.0062,0.619923044,0.62,0.006180094,0.01,-0.01
978,93.28,94.2,94.44,93.22,248.14K,-0.0091,-0.913533036,-0.91,-0.009177313,-0.01,0
979,94.24,93.4,94.36,93.1,241.53K,0.0103,1.02915952,1.03,0.010238997,0.01,0
980,95.49,94.19,96.04,93.8,178.29K,0.0133,1.326400679,1.33,0.01317681,0.01,0
981,95.56,95.19,95.67,94.91,118.55K,0.0007,0.073306105,0.07,0.000732792,0,0
982,96.24,95.25,96.38,94.98,37.96K,0.0071,0.71159481,0.71,0.007090749,0.01,0
983,95.23,96.76,96.92,94.95,318.01K,-0.0105,-1.049459684,-1.05,-0.010550053,-0.01,0
984,95.95,95.5,96.68,95.12,232.04K,0.0076,0.756064265,0.76,0.007532204,0.01,0.01
985,95.88,95.95,96.56,95.43,184.87K,-0.0007,-0.072954664,-0.07,-0.000729813,0,0
986,96.44,96.04,96.81,95.47,167.19K,0.0058,0.584063413,0.58,0.005823644,0.01,-0.01
987,97.57,96.46,97.82,96.29,252.93K,0.0117,1.171712982,1.17,0.011649016,0.01,0
988,97.94,97.32,98.24,97.32,211.28K,0.0038,0.379214923,0.38,0.003784977,0,0
989,97.49,97.96,98.04,96.84,230.63K,-0.0046,-0.459464979,-0.46,-0.004605238,0,0.01
990,97.77,97.42,98.15,96.51,270.28K,0.0029,0.287208945,0.29,0.002867973,0,0
991,96.17,97.72,97.76,95.89,196.98K,-0.0164,-1.636493812,-1.64,-0.016500323,-0.02,-0.02
992,96.64,96.13,97.07,95.91,188.84K,0.0049,0.488717895,0.49,0.004875275,0,0
993,96.62,96.64,96.99,95.04,282.80K,-0.0002,-0.020695364,-0.02,-0.000206975,0,0
994,95.83,96.86,97.21,95.54,275.47K,-0.0082,-0.8176361,-0.82,-0.008209971,-0.01,-0.02
995,95.72,95.92,96.57,95.27,229.24K,-0.0011,-0.114786601,-0.11,-0.001148525,0,0.01
996,97.03,95.79,97.09,94.97,283.96K,0.0137,1.36857501,1.37,0.013592946,0.01,-0.02
997,97.51,96.96,97.79,96.68,239.80K,0.0049,0.494692363,0.49,0.004934728,0,0
998,97.01,97.59,98.11,96.63,246.44K,-0.0051,-0.512767921,-0.51,-0.005140871,-0.01,0
999,97.31,97.17,97.71,96.77,174.60K,0.0031,0.309246469,0.31,0.003087693,0,0.01
1000,95.86,97.34,97.47,95.21,223.59K,-0.0149,-1.490083239,-1.49,-0.015012965,-0.02,0.01
1001,96.66,95.97,96.73,95.25,118.31K,0.0083,0.834550386,0.83,0.008310873,0.01,0.01
1002,94.46,96.66,97.07,93.92,30.29K,-0.0228,-2.276019036,-2.28,-0.023023202,-0.02,0.01
1003,92.84,94.72,94.92,92.63,286.43K,-0.0172,-1.715011645,-1.72,-0.017298883,-0.02,0
1004,93.13,92.96,93.48,92.44,204.26K,0.0031,0.31236536,0.31,0.003118785,0,0
1005,93.11,93.23,94.46,92.07,217.52K,-0.0002,-0.021475357,-0.02,-0.000214777,0,-0.01
1006,92.63,91.92,93.44,91.92,230.84K,-0.0052,-0.515519278,-0.52,-0.005168527,-0.01,0.01
1007,92.76,92.72,93.37,92.18,201.51K,0.0014,0.140343301,0.14,0.001402449,0,-0.01
1008,92.05,92.89,93.18,91.57,218.12K,-0.0077,-0.765416128,-0.77,-0.007683605,-0.01,-0.01
1009,90.68,91.76,91.97,90.04,248.47K,-0.0149,-1.488321564,-1.49,-0.014995082,-0.01,-0.01
1010,90.12,90.71,90.91,89.33,231.11K,-0.0062,-0.617556242,-0.62,-0.00619471,-0.01,-0.01
1011,90.82,90.23,90.99,90.02,209.87K,0.0078,0.776742122,0.78,0.00773741,0.01,0
1012,90.43,90.83,91.17,89.55,244.17K,-0.0043,-0.429420832,-0.43,-0.004303455,0,0
1013,91.56,90.42,91.73,90.22,234.92K,0.0125,1.249585315,1.25,0.012418424,0.01,0
1014,91.95,91.42,92.03,90.83,219.96K,0.0043,0.425950197,0.43,0.004250456,0,0
1015,92.06,91.83,92.15,90.89,194.61K,0.0012,0.119630234,0.12,0.001195587,0,0.01
1016,92.54,91.94,93.47,91.6,283.11K,0.0052,0.521399088,0.52,0.005200445,0.01,0
1017,92.52,92.62,93.4,91.91,251.34K,-0.0002,-0.021612276,-0.02,-0.000216146,0,0.01
1018,93.03,92.51,93.25,92.01,174.70K,0.0055,0.551232166,0.55,0.005497184,0.01,-0.01
1019,93.45,93.15,93.84,93,175.61K,0.0045,0.451467269,0.45,0.004504512,0,-0.02
1020,93.74,93.26,93.94,91.76,151.21K,0.0031,0.310326378,0.31,0.003098459,0,0
1021,92.16,93.8,94.09,92.03,96.80K,-0.0169,-1.685513121,-1.69,-0.016998796,-0.02,0
1022,92.96,92.09,93.28,92.09,27.76K,0.0087,0.868055556,0.87,0.008643096,0.01,-0.01
1023,92.45,93.4,93.53,91.84,214.13K,-0.0055,-0.548623064,-0.55,-0.005501335,-0.01,0.01
1024,93.71,92.33,93.94,92.33,202.67K,0.0136,1.362898864,1.36,0.013536949,0.01,0.01
1025,94.81,93.72,95.65,93.7,270.65K,0.0117,1.173834169,1.17,0.011669982,0.01,-0.02
1026,96.34,94.75,96.45,94.67,214.35K,0.0161,1.613753823,1.61,0.016008712,0.02,0.01
1027,96.58,96.18,96.84,95.58,207.78K,0.0025,0.249117708,0.25,0.002488079,0,0.02
1028,97.23,96.68,97.35,96.26,174.39K,0.0067,0.673017188,0.67,0.006707625,0.01,0
1029,97.07,97.36,97.8,95.92,192.40K,-0.0016,-0.164558264,-0.16,-0.001646938,0,0.02
1030,97.19,97,97.44,95.91,209.88K,0.0012,0.123622128,0.12,0.001235458,0,0.01
1031,94.45,96.93,96.96,94.18,302.24K,-0.0282,-2.819220084,-2.82,-0.028597232,-0.03,0
1032,93.26,94.5,94.84,92.12,355.32K,-0.0126,-1.259925887,-1.26,-0.012679303,-0.01,0.01
1033,92.7,93.36,93.57,91.91,267.28K,-0.006,-0.600471799,-0.6,-0.006022819,-0.01,-0.01
1034,93.36,93.02,93.75,92.46,212.12K,0.0071,0.71197411,0.71,0.007094515,0.01,0.01
1035,94.2,93.49,94.48,92.86,234.72K,0.009,0.899742931,0.9,0.008957194,0.01,0.01
1036,94.64,93.96,94.82,93.4,248.56K,0.0047,0.467091295,0.47,0.004660038,0,0.01
1037,93.51,94.56,94.64,93.06,222.44K,-0.0119,-1.193998309,-1.19,-0.012011837,-0.01,-0.01
1038,91.29,93.49,93.52,90.27,325.58K,-0.0237,-2.374077639,-2.37,-0.02402713,-0.02,0
1039,88.71,90.95,90.98,87.2,362.52K,-0.0283,-2.826158396,-2.83,-0.02866863,-0.03,0.01
1040,88.72,87.42,88.96,86.06,287.41K,0.0001,0.011272686,0.01,0.000112721,0,0.01
1041,86.68,88.8,89.09,86.06,294.27K,-0.023,-2.299368801,-2.3,-0.023262166,-0.02,0
1042,87.73,86.39,88.51,85.61,228.20K,0.0121,1.2113521,1.21,0.012040739,0.01,0.01
1043,88.01,88.37,88.79,87.56,100.65K,0.0032,0.319161062,0.32,0.003186528,0,0
1044,88.76,87.96,89.13,87.55,35.73K,0.0085,0.852175889,0.85,0.008485654,0.01,-0.02
1045,89.18,89.28,89.6,87.8,288.80K,0.0047,0.47318612,0.47,0.004720701,0,0
1046,91.43,89.6,91.72,89.21,257.74K,0.0252,2.522987217,2.52,0.024916853,0.02,0.02
